Top-level zone: System: NonStridingTopLevelMemoryZoneContainer:System[00]
Top-level zone: Setup: NonStridingTopLevelMemoryZoneContainer:Setup[10 00 00]
Top-level zone: Temporary Tone ZCore: StridingTopLevelMemoryZoneContainer:Temporary Tone ZCore [02 00 00 00..02 03 00 00/0x10000] (4 items)
Top-level zone: Temporary Tone Analog Synth Model: StridingTopLevelMemoryZoneContainer:Temporary Tone Analog Synth Model [02 10 00 00..02 13 00 00/0x10000] (4 items)
Top-level zone: Temporary Tone RD Piano: NonStridingTopLevelMemoryZoneContainer:Temporary Tone RD Piano[02 20 00 00]
Top-level zone: Temporary Tone JUPITER-X: StridingTopLevelMemoryZoneContainer:Temporary Tone JUPITER-X [02 50 00 00..02 53 00 00/0x10000] (4 items)
Struct: Setup
Struct: System Common
Struct: System Control
Struct: Button Color Set
Struct: Drive
Struct: Arpeggio Common
Struct: Arpeggio Part
Struct: Master Comp
Struct: Master EQ
Struct: Sympathetic Resonance
Struct: ToneName
Struct: ToneCom
Struct: Model Bank Assign
Struct: USRDATABLK
Struct: Partial EQ
Struct: Partial LFO
Struct: Partial Pitch Env
Struct: Partial Filter Env
Struct: Partial Amp Env
Struct: Tone Common
Struct: Tone PMT
Struct: Tone Partial
Struct: Tone Synth Common
Struct: Tone Synth PMT
Struct: Tone Synth Partial
Struct: MDLSYN0
Struct: MDLJPX
Struct: MFX
Struct: Reverb
Struct: Chorus
Top-level struct: Setup
Top-level struct: System
Top-level struct: SynMdl
Top-level struct: RDTONE
Top-level struct: MdlJPX
Top-level struct: ZCore
offset,summary
04 00 32 2d,ZCore[0].Partial LFO[2].Step
04 00 32 2f,ZCore[0].Partial LFO[2].Step
04 00 32 31,ZCore[0].Partial LFO[2].Step
04 00 32 33,ZCore[0].Partial LFO[2].Step
04 00 32 35,ZCore[0].Partial LFO[2].Step
04 00 32 37,ZCore[0].Partial LFO[2].Step
04 00 32 39,ZCore[0].Partial LFO[2].Step
04 00 32 3b,ZCore[0].Partial LFO[2].Step
04 00 32 3d,ZCore[0].Partial LFO[2].Step
04 00 32 3f,ZCore[0].Partial LFO[2].Step Curve
04 00 32 40,ZCore[0].Partial LFO[2].Step Curve
04 00 32 41,ZCore[0].Partial LFO[2].Step Curve
04 00 32 42,ZCore[0].Partial LFO[2].Step Curve
04 00 32 43,ZCore[0].Partial LFO[2].Step Curve
04 00 32 44,ZCore[0].Partial LFO[2].Step Curve
04 00 32 45,ZCore[0].Partial LFO[2].Step Curve
04 00 32 46,ZCore[0].Partial LFO[2].Step Curve
04 00 32 47,ZCore[0].Partial LFO[2].Step Curve
04 00 32 48,ZCore[0].Partial LFO[2].Step Curve
04 00 32 49,ZCore[0].Partial LFO[2].Step Curve
04 00 32 4a,ZCore[0].Partial LFO[2].Step Curve
04 00 32 4b,ZCore[0].Partial LFO[2].Step Curve
04 00 32 4c,ZCore[0].Partial LFO[2].Step Curve
04 00 32 4d,ZCore[0].Partial LFO[2].Step Curve
04 00 32 4e,ZCore[0].Partial LFO[2].Step Curve
04 00 32 4f,ZCore[0].Partial LFO[2].Waveform
04 00 32 50,ZCore[0].Partial LFO[2].Rate Sync
04 00 32 51,ZCore[0].Partial LFO[2].Rate (note)
04 00 32 52,ZCore[0].Partial LFO[2].Step Size
04 00 32 53,ZCore[0].Partial LFO[2].Rate
04 00 32 57,ZCore[0].Partial LFO[2].Offset
04 00 32 59,ZCore[0].Partial LFO[2].Rate Detune
04 00 32 5a,ZCore[0].Partial LFO[2].Delay Time
04 00 32 5e,ZCore[0].Partial LFO[2].Delay Time Keyfolow
04 00 32 60,ZCore[0].Partial LFO[2].Fade Mode
04 00 32 61,ZCore[0].Partial LFO[2].Fade Time
04 00 32 65,ZCore[0].Partial LFO[2].Key Trigger
04 00 32 66,ZCore[0].Partial LFO[2].Pitch Depth
04 00 32 68,ZCore[0].Partial LFO[2].TVF Depth
04 00 32 6a,ZCore[0].Partial LFO[2].TVA Depth
04 00 32 6c,ZCore[0].Partial LFO[2].PAN Depth
04 00 32 6d,ZCore[0].Partial LFO[2].Phase Position
04 00 32 6e,ZCore[0].Partial LFO[2].Step
04 00 32 70,ZCore[0].Partial LFO[2].Step
04 00 32 72,ZCore[0].Partial LFO[2].Step
04 00 32 74,ZCore[0].Partial LFO[2].Step
04 00 32 76,ZCore[0].Partial LFO[2].Step
04 00 32 78,ZCore[0].Partial LFO[2].Step
04 00 32 7a,ZCore[0].Partial LFO[2].Step
04 00 32 7c,ZCore[0].Partial LFO[2].Step
04 00 32 7e,ZCore[0].Partial LFO[2].Step
04 00 33 00,ZCore[0].Partial LFO[2].Step
04 00 33 02,ZCore[0].Partial LFO[2].Step
04 00 33 04,ZCore[0].Partial LFO[2].Step
04 00 33 06,ZCore[0].Partial LFO[2].Step
04 00 33 08,ZCore[0].Partial LFO[2].Step
04 00 33 0a,ZCore[0].Partial LFO[2].Step
04 00 33 0c,ZCore[0].Partial LFO[2].Step
04 00 33 0e,ZCore[0].Partial LFO[2].Step Curve
04 00 33 0f,ZCore[0].Partial LFO[2].Step Curve
04 00 33 10,ZCore[0].Partial LFO[2].Step Curve
04 00 33 11,ZCore[0].Partial LFO[2].Step Curve
04 00 33 12,ZCore[0].Partial LFO[2].Step Curve
04 00 33 13,ZCore[0].Partial LFO[2].Step Curve
04 00 33 14,ZCore[0].Partial LFO[2].Step Curve
04 00 33 15,ZCore[0].Partial LFO[2].Step Curve
04 00 33 16,ZCore[0].Partial LFO[2].Step Curve
04 00 33 17,ZCore[0].Partial LFO[2].Step Curve
04 00 33 18,ZCore[0].Partial LFO[2].Step Curve
04 00 33 19,ZCore[0].Partial LFO[2].Step Curve
04 00 33 1a,ZCore[0].Partial LFO[2].Step Curve
04 00 33 1b,ZCore[0].Partial LFO[2].Step Curve
04 00 33 1c,ZCore[0].Partial LFO[2].Step Curve
04 00 33 1d,ZCore[0].Partial LFO[2].Step Curve
04 00 34 00,ZCore[0].Partial LFO[3].Waveform
04 00 34 01,ZCore[0].Partial LFO[3].Rate Sync
04 00 34 02,ZCore[0].Partial LFO[3].Rate (note)
04 00 34 03,ZCore[0].Partial LFO[3].Step Size
04 00 34 04,ZCore[0].Partial LFO[3].Rate
04 00 34 08,ZCore[0].Partial LFO[3].Offset
04 00 34 0a,ZCore[0].Partial LFO[3].Rate Detune
04 00 34 0b,ZCore[0].Partial LFO[3].Delay Time
04 00 34 0f,ZCore[0].Partial LFO[3].Delay Time Keyfolow
04 00 34 11,ZCore[0].Partial LFO[3].Fade Mode
04 00 34 12,ZCore[0].Partial LFO[3].Fade Time
04 00 34 16,ZCore[0].Partial LFO[3].Key Trigger
04 00 34 17,ZCore[0].Partial LFO[3].Pitch Depth
04 00 34 19,ZCore[0].Partial LFO[3].TVF Depth
04 00 34 1b,ZCore[0].Partial LFO[3].TVA Depth
04 00 34 1d,ZCore[0].Partial LFO[3].PAN Depth
04 00 34 1e,ZCore[0].Partial LFO[3].Phase Position
04 00 34 1f,ZCore[0].Partial LFO[3].Step
04 00 34 21,ZCore[0].Partial LFO[3].Step
04 00 34 23,ZCore[0].Partial LFO[3].Step
04 00 34 25,ZCore[0].Partial LFO[3].Step
04 00 34 27,ZCore[0].Partial LFO[3].Step
04 00 34 29,ZCore[0].Partial LFO[3].Step
04 00 34 2b,ZCore[0].Partial LFO[3].Step
04 00 34 2d,ZCore[0].Partial LFO[3].Step
04 00 34 2f,ZCore[0].Partial LFO[3].Step
04 00 34 31,ZCore[0].Partial LFO[3].Step
04 00 34 33,ZCore[0].Partial LFO[3].Step
04 00 34 35,ZCore[0].Partial LFO[3].Step
04 00 34 37,ZCore[0].Partial LFO[3].Step
04 00 34 39,ZCore[0].Partial LFO[3].Step
04 00 34 3b,ZCore[0].Partial LFO[3].Step
04 00 34 3d,ZCore[0].Partial LFO[3].Step
04 00 34 3f,ZCore[0].Partial LFO[3].Step Curve
04 00 34 40,ZCore[0].Partial LFO[3].Step Curve
04 00 34 41,ZCore[0].Partial LFO[3].Step Curve
04 00 34 42,ZCore[0].Partial LFO[3].Step Curve
04 00 34 43,ZCore[0].Partial LFO[3].Step Curve
04 00 34 44,ZCore[0].Partial LFO[3].Step Curve
04 00 34 45,ZCore[0].Partial LFO[3].Step Curve
04 00 34 46,ZCore[0].Partial LFO[3].Step Curve
04 00 34 47,ZCore[0].Partial LFO[3].Step Curve
04 00 34 48,ZCore[0].Partial LFO[3].Step Curve
04 00 34 49,ZCore[0].Partial LFO[3].Step Curve
04 00 34 4a,ZCore[0].Partial LFO[3].Step Curve
04 00 34 4b,ZCore[0].Partial LFO[3].Step Curve
04 00 34 4c,ZCore[0].Partial LFO[3].Step Curve
04 00 34 4d,ZCore[0].Partial LFO[3].Step Curve
04 00 34 4e,ZCore[0].Partial LFO[3].Step Curve
04 00 34 4f,ZCore[0].Partial LFO[3].Waveform
04 00 34 50,ZCore[0].Partial LFO[3].Rate Sync
04 00 34 51,ZCore[0].Partial LFO[3].Rate (note)
04 00 34 52,ZCore[0].Partial LFO[3].Step Size
04 00 34 53,ZCore[0].Partial LFO[3].Rate
04 00 34 57,ZCore[0].Partial LFO[3].Offset
04 00 34 59,ZCore[0].Partial LFO[3].Rate Detune
04 00 34 5a,ZCore[0].Partial LFO[3].Delay Time
04 00 34 5e,ZCore[0].Partial LFO[3].Delay Time Keyfolow
04 00 34 60,ZCore[0].Partial LFO[3].Fade Mode
04 00 34 61,ZCore[0].Partial LFO[3].Fade Time
04 00 34 65,ZCore[0].Partial LFO[3].Key Trigger
04 00 34 66,ZCore[0].Partial LFO[3].Pitch Depth
04 00 34 68,ZCore[0].Partial LFO[3].TVF Depth
04 00 34 6a,ZCore[0].Partial LFO[3].TVA Depth
04 00 34 6c,ZCore[0].Partial LFO[3].PAN Depth
04 00 34 6d,ZCore[0].Partial LFO[3].Phase Position
04 00 34 6e,ZCore[0].Partial LFO[3].Step
04 00 34 70,ZCore[0].Partial LFO[3].Step
04 00 34 72,ZCore[0].Partial LFO[3].Step
04 00 34 74,ZCore[0].Partial LFO[3].Step
04 00 34 76,ZCore[0].Partial LFO[3].Step
04 00 34 78,ZCore[0].Partial LFO[3].Step
04 00 34 7a,ZCore[0].Partial LFO[3].Step
04 00 34 7c,ZCore[0].Partial LFO[3].Step
04 00 34 7e,ZCore[0].Partial LFO[3].Step
04 00 35 00,ZCore[0].Partial LFO[3].Step
04 00 35 02,ZCore[0].Partial LFO[3].Step
04 00 35 04,ZCore[0].Partial LFO[3].Step
04 00 35 06,ZCore[0].Partial LFO[3].Step
04 00 35 08,ZCore[0].Partial LFO[3].Step
04 00 35 0a,ZCore[0].Partial LFO[3].Step
04 00 35 0c,ZCore[0].Partial LFO[3].Step
04 00 35 0e,ZCore[0].Partial LFO[3].Step Curve
04 00 35 0f,ZCore[0].Partial LFO[3].Step Curve
04 00 35 10,ZCore[0].Partial LFO[3].Step Curve
04 00 35 11,ZCore[0].Partial LFO[3].Step Curve
04 00 35 12,ZCore[0].Partial LFO[3].Step Curve
04 00 35 13,ZCore[0].Partial LFO[3].Step Curve
04 00 35 14,ZCore[0].Partial LFO[3].Step Curve
04 00 35 15,ZCore[0].Partial LFO[3].Step Curve
04 00 35 16,ZCore[0].Partial LFO[3].Step Curve
04 00 35 17,ZCore[0].Partial LFO[3].Step Curve
04 00 35 18,ZCore[0].Partial LFO[3].Step Curve
04 00 35 19,ZCore[0].Partial LFO[3].Step Curve
04 00 35 1a,ZCore[0].Partial LFO[3].Step Curve
04 00 35 1b,ZCore[0].Partial LFO[3].Step Curve
04 00 35 1c,ZCore[0].Partial LFO[3].Step Curve
04 00 35 1d,ZCore[0].Partial LFO[3].Step Curve
04 00 36 00,ZCore[0].Partial LFO[4].Waveform
04 00 36 01,ZCore[0].Partial LFO[4].Rate Sync
04 00 36 02,ZCore[0].Partial LFO[4].Rate (note)
04 00 36 03,ZCore[0].Partial LFO[4].Step Size
04 00 36 04,ZCore[0].Partial LFO[4].Rate
04 00 36 08,ZCore[0].Partial LFO[4].Offset
04 00 36 0a,ZCore[0].Partial LFO[4].Rate Detune
04 00 36 0b,ZCore[0].Partial LFO[4].Delay Time
04 00 36 0f,ZCore[0].Partial LFO[4].Delay Time Keyfolow
04 00 36 11,ZCore[0].Partial LFO[4].Fade Mode
04 00 36 12,ZCore[0].Partial LFO[4].Fade Time
04 00 36 16,ZCore[0].Partial LFO[4].Key Trigger
04 00 36 17,ZCore[0].Partial LFO[4].Pitch Depth
04 00 36 19,ZCore[0].Partial LFO[4].TVF Depth
04 00 36 1b,ZCore[0].Partial LFO[4].TVA Depth
04 00 36 1d,ZCore[0].Partial LFO[4].PAN Depth
04 00 36 1e,ZCore[0].Partial LFO[4].Phase Position
04 00 36 1f,ZCore[0].Partial LFO[4].Step
04 00 36 21,ZCore[0].Partial LFO[4].Step
04 00 36 23,ZCore[0].Partial LFO[4].Step
04 00 36 25,ZCore[0].Partial LFO[4].Step
04 00 36 27,ZCore[0].Partial LFO[4].Step
04 00 36 29,ZCore[0].Partial LFO[4].Step
04 00 36 2b,ZCore[0].Partial LFO[4].Step
04 00 36 2d,ZCore[0].Partial LFO[4].Step
04 00 36 2f,ZCore[0].Partial LFO[4].Step
04 00 36 31,ZCore[0].Partial LFO[4].Step
04 00 36 33,ZCore[0].Partial LFO[4].Step
04 00 36 35,ZCore[0].Partial LFO[4].Step
04 00 36 37,ZCore[0].Partial LFO[4].Step
04 00 36 39,ZCore[0].Partial LFO[4].Step
04 00 36 3b,ZCore[0].Partial LFO[4].Step
04 00 36 3d,ZCore[0].Partial LFO[4].Step
04 00 36 3f,ZCore[0].Partial LFO[4].Step Curve
04 00 36 40,ZCore[0].Partial LFO[4].Step Curve
04 00 36 41,ZCore[0].Partial LFO[4].Step Curve
04 00 36 42,ZCore[0].Partial LFO[4].Step Curve
04 00 36 43,ZCore[0].Partial LFO[4].Step Curve
04 00 36 44,ZCore[0].Partial LFO[4].Step Curve
04 00 36 45,ZCore[0].Partial LFO[4].Step Curve
04 00 36 46,ZCore[0].Partial LFO[4].Step Curve
04 00 36 47,ZCore[0].Partial LFO[4].Step Curve
04 00 36 48,ZCore[0].Partial LFO[4].Step Curve
04 00 36 49,ZCore[0].Partial LFO[4].Step Curve
04 00 36 4a,ZCore[0].Partial LFO[4].Step Curve
04 00 36 4b,ZCore[0].Partial LFO[4].Step Curve
04 00 36 4c,ZCore[0].Partial LFO[4].Step Curve
04 00 36 4d,ZCore[0].Partial LFO[4].Step Curve
04 00 36 4e,ZCore[0].Partial LFO[4].Step Curve
04 00 36 4f,ZCore[0].Partial LFO[4].Waveform
04 00 36 50,ZCore[0].Partial LFO[4].Rate Sync
04 00 36 51,ZCore[0].Partial LFO[4].Rate (note)
04 00 36 52,ZCore[0].Partial LFO[4].Step Size
04 00 36 53,ZCore[0].Partial LFO[4].Rate
04 00 36 57,ZCore[0].Partial LFO[4].Offset
04 00 36 59,ZCore[0].Partial LFO[4].Rate Detune
04 00 36 5a,ZCore[0].Partial LFO[4].Delay Time
04 00 36 5e,ZCore[0].Partial LFO[4].Delay Time Keyfolow
04 00 36 60,ZCore[0].Partial LFO[4].Fade Mode
04 00 36 61,ZCore[0].Partial LFO[4].Fade Time
04 00 36 65,ZCore[0].Partial LFO[4].Key Trigger
04 00 36 66,ZCore[0].Partial LFO[4].Pitch Depth
04 00 36 68,ZCore[0].Partial LFO[4].TVF Depth
04 00 36 6a,ZCore[0].Partial LFO[4].TVA Depth
04 00 36 6c,ZCore[0].Partial LFO[4].PAN Depth
04 00 36 6d,ZCore[0].Partial LFO[4].Phase Position
04 00 36 6e,ZCore[0].Partial LFO[4].Step
04 00 36 70,ZCore[0].Partial LFO[4].Step
04 00 36 72,ZCore[0].Partial LFO[4].Step
04 00 36 74,ZCore[0].Partial LFO[4].Step
04 00 36 76,ZCore[0].Partial LFO[4].Step
04 00 36 78,ZCore[0].Partial LFO[4].Step
04 00 36 7a,ZCore[0].Partial LFO[4].Step
04 00 36 7c,ZCore[0].Partial LFO[4].Step
04 00 36 7e,ZCore[0].Partial LFO[4].Step
04 00 37 00,ZCore[0].Partial LFO[4].Step
04 00 37 02,ZCore[0].Partial LFO[4].Step
04 00 37 04,ZCore[0].Partial LFO[4].Step
04 00 37 06,ZCore[0].Partial LFO[4].Step
04 00 37 08,ZCore[0].Partial LFO[4].Step
04 00 37 0a,ZCore[0].Partial LFO[4].Step
04 00 37 0c,ZCore[0].Partial LFO[4].Step
04 00 37 0e,ZCore[0].Partial LFO[4].Step Curve
04 00 37 0f,ZCore[0].Partial LFO[4].Step Curve
04 00 37 10,ZCore[0].Partial LFO[4].Step Curve
04 00 37 11,ZCore[0].Partial LFO[4].Step Curve
04 00 37 12,ZCore[0].Partial LFO[4].Step Curve
04 00 37 13,ZCore[0].Partial LFO[4].Step Curve
04 00 37 14,ZCore[0].Partial LFO[4].Step Curve
04 00 37 15,ZCore[0].Partial LFO[4].Step Curve
04 00 37 16,ZCore[0].Partial LFO[4].Step Curve
04 00 37 17,ZCore[0].Partial LFO[4].Step Curve
04 00 37 18,ZCore[0].Partial LFO[4].Step Curve
04 00 37 19,ZCore[0].Partial LFO[4].Step Curve
04 00 37 1a,ZCore[0].Partial LFO[4].Step Curve
04 00 37 1b,ZCore[0].Partial LFO[4].Step Curve
04 00 37 1c,ZCore[0].Partial LFO[4].Step Curve
04 00 37 1d,ZCore[0].Partial LFO[4].Step Curve
04 00 38 00,ZCore[0].Partial EQ[1].EQ Low Gain
04 00 38 04,ZCore[0].Partial EQ[1].EQ Mid Gain
04 00 38 08,ZCore[0].Partial EQ[1].EQ High Gain
04 00 38 0c,ZCore[0].Partial EQ[1].EQ Low Frequency
04 00 38 10,ZCore[0].Partial EQ[1].EQ Mid Frequency
04 00 38 14,ZCore[0].Partial EQ[1].EQ High Frequency
04 00 38 18,ZCore[0].Partial EQ[1].EQ Mid Q
04 00 38 1a,ZCore[0].Partial EQ[1].EQ Switch
04 00 39 00,ZCore[0].Partial EQ[2].EQ Low Gain
04 00 39 04,ZCore[0].Partial EQ[2].EQ Mid Gain
04 00 39 08,ZCore[0].Partial EQ[2].EQ High Gain
04 00 39 0c,ZCore[0].Partial EQ[2].EQ Low Frequency
04 00 39 10,ZCore[0].Partial EQ[2].EQ Mid Frequency
04 00 39 14,ZCore[0].Partial EQ[2].EQ High Frequency
04 00 39 18,ZCore[0].Partial EQ[2].EQ Mid Q
04 00 39 1a,ZCore[0].Partial EQ[2].EQ Switch
04 00 3a 00,ZCore[0].Partial EQ[3].EQ Low Gain
04 00 3a 04,ZCore[0].Partial EQ[3].EQ Mid Gain
04 00 3a 08,ZCore[0].Partial EQ[3].EQ High Gain
04 00 3a 0c,ZCore[0].Partial EQ[3].EQ Low Frequency
04 00 3a 10,ZCore[0].Partial EQ[3].EQ Mid Frequency
04 00 3a 14,ZCore[0].Partial EQ[3].EQ High Frequency
04 00 3a 18,ZCore[0].Partial EQ[3].EQ Mid Q
04 00 3a 1a,ZCore[0].Partial EQ[3].EQ Switch
04 00 3b 00,ZCore[0].Partial EQ[4].EQ Low Gain
04 00 3b 04,ZCore[0].Partial EQ[4].EQ Mid Gain
04 00 3b 08,ZCore[0].Partial EQ[4].EQ High Gain
04 00 3b 0c,ZCore[0].Partial EQ[4].EQ Low Frequency
04 00 3b 10,ZCore[0].Partial EQ[4].EQ Mid Frequency
04 00 3b 14,ZCore[0].Partial EQ[4].EQ High Frequency
04 00 3b 18,ZCore[0].Partial EQ[4].EQ Mid Q
04 00 3b 1a,ZCore[0].Partial EQ[4].EQ Switch
04 00 3c 00,ZCore[0].Synth Common[1(unique)].Unison Switch
04 00 3c 01,ZCore[0].Synth Common[1(unique)].Unison Size
04 00 3c 02,ZCore[0].Synth Common[1(unique)].Unison Detune
04 00 3c 03,ZCore[0].Synth Common[1(unique)].Bend Range Fine Up
04 00 3c 04,ZCore[0].Synth Common[1(unique)].Bend Range Fine Down
04 00 3c 05,ZCore[0].Synth Common[1(unique)].Pitch Drift
04 00 3c 07,ZCore[0].Synth Common[1(unique)].Pitch Drift Cycle Number
04 00 3c 08,ZCore[0].Synth Common[1(unique)].Condition
04 00 3d 00,ZCore[0].Synth PMT[1(unique)].Structure1-2
04 00 3d 01,ZCore[0].Synth PMT[1(unique)].Structure3-4
04 00 3d 02,ZCore[0].Synth PMT[1(unique)].RING1-2 Level
04 00 3d 03,ZCore[0].Synth PMT[1(unique)].RING3-4 Level
04 00 3d 04,ZCore[0].Synth PMT[1(unique)].RING OSC1 Level
04 00 3d 05,ZCore[0].Synth PMT[1(unique)].RING OSC2 Level
04 00 3d 06,ZCore[0].Synth PMT[1(unique)].RING OSC3 Level
04 00 3d 07,ZCore[0].Synth PMT[1(unique)].RING OSC4 Level
04 00 3d 08,ZCore[0].Synth PMT[1(unique)].CrossMod1-2 Depth
04 00 3d 0c,ZCore[0].Synth PMT[1(unique)].CrossMod3-4 Depth
04 00 3d 10,ZCore[0].Synth PMT[1(unique)].CrossMod OSC1 Level
04 00 3d 11,ZCore[0].Synth PMT[1(unique)].CrossMod OSC2 Level
04 00 3d 12,ZCore[0].Synth PMT[1(unique)].CrossMod OSC3 Level
04 00 3d 13,ZCore[0].Synth PMT[1(unique)].CrossMod OSC4 Level
04 00 3d 14,ZCore[0].Synth PMT[1(unique)].Partial Phase Lock
04 00 3d 15,ZCore[0].Synth PMT[1(unique)].CrossMod2 1-2 Depth
04 00 3d 16,ZCore[0].Synth PMT[1(unique)].CrossMod2 3-4 Depth
04 00 3e 00,ZCore[0].Synth Partial[1].OSC Type
04 00 3e 01,ZCore[0].Synth Partial[1].VA Waveform
04 00 3e 02,ZCore[0].Synth Partial[1].PCM-Sync Wave Number
04 00 3e 06,ZCore[0].Synth Partial[1].Pulse Width
04 00 3e 07,ZCore[0].Synth Partial[1].PWM Depth
04 00 3e 08,ZCore[0].Synth Partial[1].SuperSAW Detune
04 00 3e 09,ZCore[0].Synth Partial[1].Click Type
04 00 3e 0a,ZCore[0].Synth Partial[1].HPF Cutoff
04 00 3e 0e,ZCore[0].Synth Partial[1].Filter Type
04 00 3e 0f,ZCore[0].Synth Partial[1].Filter Slope
04 00 3e 10,ZCore[0].Synth Partial[1].ADSREnv Switch
04 00 3e 11,ZCore[0].Synth Partial[1].Fat
04 00 3e 12,ZCore[0].Synth Partial[1].VCF Type
04 00 3e 13,ZCore[0].Synth Partial[1].OSC Attenuator
04 00 3e 15,ZCore[0].Synth Partial[1].Cutoff Keyfollow Base Point
04 00 3e 16,ZCore[0].Synth Partial[1].VA Waveform Invert Switch
04 00 3e 17,ZCore[0].Synth Partial[1].TVF Env Fine Depth
04 00 3e 18,ZCore[0].Synth Partial[1].PENV LFO Trigger Switch
04 00 3e 19,ZCore[0].Synth Partial[1].FENV LFO Trigger Switch
04 00 3e 1a,ZCore[0].Synth Partial[1].AENV LFO Trigger Switch
04 00 3e 1b,ZCore[0].Synth Partial[1].Pitch Down Depth
04 00 3e 1c,ZCore[0].Synth Partial[1].reserved
04 00 3e 1d,ZCore[0].Synth Partial[1].VA Init Phase
04 00 3f 00,ZCore[0].Synth Partial[2].OSC Type
04 00 3f 01,ZCore[0].Synth Partial[2].VA Waveform
04 00 3f 02,ZCore[0].Synth Partial[2].PCM-Sync Wave Number
04 00 3f 06,ZCore[0].Synth Partial[2].Pulse Width
04 00 3f 07,ZCore[0].Synth Partial[2].PWM Depth
04 00 3f 08,ZCore[0].Synth Partial[2].SuperSAW Detune
04 00 3f 09,ZCore[0].Synth Partial[2].Click Type
04 00 3f 0a,ZCore[0].Synth Partial[2].HPF Cutoff
04 00 3f 0e,ZCore[0].Synth Partial[2].Filter Type
04 00 3f 0f,ZCore[0].Synth Partial[2].Filter Slope
04 00 3f 10,ZCore[0].Synth Partial[2].ADSREnv Switch
04 00 3f 11,ZCore[0].Synth Partial[2].Fat
04 00 3f 12,ZCore[0].Synth Partial[2].VCF Type
04 00 3f 13,ZCore[0].Synth Partial[2].OSC Attenuator
04 00 3f 15,ZCore[0].Synth Partial[2].Cutoff Keyfollow Base Point
04 00 3f 16,ZCore[0].Synth Partial[2].VA Waveform Invert Switch
04 00 3f 17,ZCore[0].Synth Partial[2].TVF Env Fine Depth
04 00 3f 18,ZCore[0].Synth Partial[2].PENV LFO Trigger Switch
04 00 3f 19,ZCore[0].Synth Partial[2].FENV LFO Trigger Switch
04 00 3f 1a,ZCore[0].Synth Partial[2].AENV LFO Trigger Switch
04 00 3f 1b,ZCore[0].Synth Partial[2].Pitch Down Depth
04 00 3f 1c,ZCore[0].Synth Partial[2].reserved
04 00 3f 1d,ZCore[0].Synth Partial[2].VA Init Phase
04 00 40 00,ZCore[0].Synth Partial[3].OSC Type
04 00 40 01,ZCore[0].Synth Partial[3].VA Waveform
04 00 40 02,ZCore[0].Synth Partial[3].PCM-Sync Wave Number
04 00 40 06,ZCore[0].Synth Partial[3].Pulse Width
04 00 40 07,ZCore[0].Synth Partial[3].PWM Depth
04 00 40 08,ZCore[0].Synth Partial[3].SuperSAW Detune
04 00 40 09,ZCore[0].Synth Partial[3].Click Type
04 00 40 0a,ZCore[0].Synth Partial[3].HPF Cutoff
04 00 40 0e,ZCore[0].Synth Partial[3].Filter Type
04 00 40 0f,ZCore[0].Synth Partial[3].Filter Slope
04 00 40 10,ZCore[0].Synth Partial[3].ADSREnv Switch
04 00 40 11,ZCore[0].Synth Partial[3].Fat
04 00 40 12,ZCore[0].Synth Partial[3].VCF Type
04 00 40 13,ZCore[0].Synth Partial[3].OSC Attenuator
04 00 40 15,ZCore[0].Synth Partial[3].Cutoff Keyfollow Base Point
04 00 40 16,ZCore[0].Synth Partial[3].VA Waveform Invert Switch
04 00 40 17,ZCore[0].Synth Partial[3].TVF Env Fine Depth
04 00 40 18,ZCore[0].Synth Partial[3].PENV LFO Trigger Switch
04 00 40 19,ZCore[0].Synth Partial[3].FENV LFO Trigger Switch
04 00 40 1a,ZCore[0].Synth Partial[3].AENV LFO Trigger Switch
04 00 40 1b,ZCore[0].Synth Partial[3].Pitch Down Depth
04 00 40 1c,ZCore[0].Synth Partial[3].reserved
04 00 40 1d,ZCore[0].Synth Partial[3].VA Init Phase
04 00 41 00,ZCore[0].Synth Partial[4].OSC Type
04 00 41 01,ZCore[0].Synth Partial[4].VA Waveform
04 00 41 02,ZCore[0].Synth Partial[4].PCM-Sync Wave Number
04 00 41 06,ZCore[0].Synth Partial[4].Pulse Width
04 00 41 07,ZCore[0].Synth Partial[4].PWM Depth
04 00 41 08,ZCore[0].Synth Partial[4].SuperSAW Detune
04 00 41 09,ZCore[0].Synth Partial[4].Click Type
04 00 41 0a,ZCore[0].Synth Partial[4].HPF Cutoff
04 00 41 0e,ZCore[0].Synth Partial[4].Filter Type
04 00 41 0f,ZCore[0].Synth Partial[4].Filter Slope
04 00 41 10,ZCore[0].Synth Partial[4].ADSREnv Switch
04 00 41 11,ZCore[0].Synth Partial[4].Fat
04 00 41 12,ZCore[0].Synth Partial[4].VCF Type
04 00 41 13,ZCore[0].Synth Partial[4].OSC Attenuator
04 00 41 15,ZCore[0].Synth Partial[4].Cutoff Keyfollow Base Point
04 00 41 16,ZCore[0].Synth Partial[4].VA Waveform Invert Switch
04 00 41 17,ZCore[0].Synth Partial[4].TVF Env Fine Depth
04 00 41 18,ZCore[0].Synth Partial[4].PENV LFO Trigger Switch
04 00 41 19,ZCore[0].Synth Partial[4].FENV LFO Trigger Switch
04 00 41 1a,ZCore[0].Synth Partial[4].AENV LFO Trigger Switch
04 00 41 1b,ZCore[0].Synth Partial[4].Pitch Down Depth
04 00 41 1c,ZCore[0].Synth Partial[4].reserved
04 00 41 1d,ZCore[0].Synth Partial[4].VA Init Phase
04 02 00 00,ZCore[1].Tone Common[1(unique)].Name
